int,sp,N1,N2,Ns,Nd,Nr,int_start,int_end,interval_length,M_Koh,R_Koh,...1,Latin,pft
4,alsebl,6386,6002,5264,1122,738,1995-05-13,2000-05-09,4.993508350790217,4.847559183434815e-4,3.188501494986536e-4,25,Alseis blackiana,ST_DT
4,ocotob,105,87,46,59,41,1995-04-28,2000-05-22,5.0702188631711556,3.154619823701048e-5,2.1921934368092025e-5,109,Ocotea oblonga,LD_DT
4,solaha,18,26,2,16,24,1995-06-01,2000-05-30,4.998618428755413,1.2804632905308147e-5,1.920694935796222e-5,167,Solanum hayesii,LD_DI
4,quaras,1163,1084,969,194,115,1995-06-04,2000-05-30,4.994073624448655,8.346250806298847e-5,4.9475198078575646e-5,1,Quararibea asterolepis,LD_DT
4,gustsu,49,39,20,29,19,1995-05-22,2000-05-10,4.973298065274583,1.6158238614219743e-5,1.058643219552328e-5,2,Gustavia superba,ST_DT
4,pterro,1350,1204,1032,318,172,1995-04-27,2000-04-25,5.001945040293556,1.4116653276039995e-4,7.635422526663142e-5,3,Pterocarpus rohrii,LD_DI
4,virosu,28,22,20,8,2,1995-04-26,2000-05-02,5.02116171499733,3.6296361342936273e-6,9.074090335734068e-7,4,Virola surinamensis,LD_DI
4,simaam,732,763,400,332,363,1995-04-15,2000-04-11,4.994576773263238,1.668390572316276e-4,1.8241740293699043e-4,5,Simarouba amara,LD_DI
4,protte,2172,2068,1788,384,280,1995-07-04,2000-07-01,4.997193920783037,1.6587079259523473e-4,1.2094745293402533e-4,6,Protium tenuifolium,ST_DI
4,brosal,458,434,406,52,28,1995-05-19,2000-05-13,4.989476288521107,2.18600364181456e-5,1.1770788840539938e-5,7,Brosimum alicastrum,ST_DT
4,ingape,91,73,59,32,14,1995-08-31,2000-08-24,4.986046904868448,1.5149241630624131e-5,6.627793213398057e-6,8,Inga pezizifera,ST_DI
4,poular,336,206,193,143,13,1995-07-05,2000-06-20,4.963641315017828,7.101984182100232e-5,6.456349256454756e-6,9,Poulsenia armata,LD_DI
4,casear,31,29,17,14,12,1995-05-03,2000-04-13,4.9521629816996064,7.083220512230131e-6,6.071331867625826e-6,10,Casearia arborea,ST_DT
4,hirttr,3573,3213,2973,600,240,1995-05-15,2000-05-10,4.993429214003749,2.582975239959863e-4,1.0331900959839453e-4,11,Hirtella triandra,ST_DI
4,ocotwh,257,158,128,129,30,1995-07-09,2000-07-03,4.988870529289481,6.702480586887063e-5,1.558716415555131e-5,12,Ocotea whitei,ST_DI
4,guatdu,703,566,464,239,102,1995-05-10,2000-05-06,4.995912960966042,1.1219647670400928e-4,4.788301516238053e-5,13,Guatteria dumetorum,LD_DI
4,anacex,1,2,0,1,2,1995-04-26,2000-09-12,5.387671232876713,2e-6,4e-6,14,Anacardium excelsum,LD_DT
4,tri2tu,9528,8904,7895,1633,1009,1995-06-18,2000-06-11,4.98712110558664,7.050035831217275e-4,4.356084601162419e-4,15,Trichilia tuberculata,ST_DT
4,guarsp,995,819,749,246,70,1995-05-20,2000-05-16,4.994106232905708,1.1000925320249895e-4,3.130344603323141e-5,80,Guarea bullata,ST_DI
4,guargu,1291,1202,1034,257,168,1995-06-11,2000-06-07,4.995140662234313,1.1223097083385556e-4,7.336499260734526e-5,17,Guarea guidonia,ST_DI
4,zantpr,71,52,46,25,6,1995-04-28,2000-05-02,5.0183150536517305,1.1765564221714614e-5,2.823735413211507e-6,18,Zanthoxylum acuminatum,ST_DT
4,termob,32,27,26,6,1,1995-07-10,2000-06-30,4.976832825976662,2.6152214534195153e-6,4.3587024223658586e-7,19,Terminalia oblonga,ST_DI
4,guazul,8,21,5,3,16,1995-04-30,2000-06-25,5.159670580560989,1.3930574591178998e-6,7.429639781962132e-6,20,Guazuma ulmifolia,ST_DT
4,tab1ro,157,142,122,35,20,1995-05-21,2000-05-19,5.001821240680271,1.544134831910938e-5,8.823627610919645e-6,21,Tabebuia rosea,ST_DI
4,sloate,373,333,324,49,9,1995-05-06,2000-05-05,5.001732034285564,2.0712322074634755e-5,3.8043040545247507e-6,22,Sloanea terniflora,ST_DI
4,alchco,21,51,5,16,46,1995-04-14,2000-05-21,5.107125589962011,1.0288699600068866e-5,2.958001135019799e-5,23,Alchornea costaricensis,LD_DT
4,loncla,580,492,427,153,65,1995-04-21,2000-04-21,5.005624003901825,6.884147107140061e-5,2.9246376598961045e-5,24,Lonchocarpus heptaphyllus,ST_DT
4,luehse,76,92,36,40,56,1995-05-04,2000-05-15,5.035665026174726,2.0960858642351863e-5,2.9345202099292607e-5,26,Luehea seemannii,LD_DT
4,tripcu,76,56,39,37,17,1995-06-24,2000-06-13,4.973004428880419,1.908340264091107e-5,8.768049862040222e-6,27,Triplaris cumingiana,ST_DT
4,cecrob,17,43,1,16,42,1995-04-08,2000-06-04,5.16110788373967,1.4363186683076156e-5,3.770336504307491e-5,28,Cecropia obtusifolia,LD_DT
4,licapl,269,245,216,53,29,1995-07-15,2000-07-10,4.993771067320854,2.3128567300436658e-5,1.2655253805899303e-5,29,Licania platypus,ST_DI
4,eugeco,576,471,431,145,40,1995-06-04,2000-05-31,4.994224677408409,6.498807673827453e-5,1.7927745307110214e-5,30,Eugenia coloradoensis,ST_DT
4,heisco,503,461,427,76,34,1995-05-10,2000-05-09,5.001338936930816,3.24152383680976e-5,1.4501554006780503e-5,31,Heisteria concinna,ST_DT
4,eugene,430,414,372,58,42,1995-05-23,2000-05-18,4.992106843466866,2.46019648871443e-5,1.7815215952759667e-5,32,Eugenia nesiotica,ST_DT
4,pri2co,811,744,705,106,39,1995-03-03,2000-03-06,5.013918472418301,4.4685572368599616e-5,1.644091813561684e-5,33,Prioria copaifera,LD_DI
4,sponra,118,169,52,66,117,1995-05-02,2000-07-01,5.169586458263208,3.45945747194408e-5,6.132674609355415e-5,34,Spondias radlkoferi,LD_DT
4,poutre,1282,1058,936,346,122,1995-05-21,2000-05-17,4.994037993904455,1.5651845103673362e-4,5.518858678173844e-5,35,Pouteria reticulata,ST_DT
4,guapst,40,29,26,14,3,1995-05-15,2000-04-28,4.95733821445442,6.658353952994523e-6,1.4267901327845408e-6,36,Guapira standleyana,ST_DT
4,cordbi,489,307,211,278,96,1995-04-02,2000-04-06,5.015657133753059,1.5089342909568813e-4,5.210708342872683e-5,37,Cordia bicolor,LD_DI
4,zantbe,36,78,10,26,68,1995-06-21,2000-04-01,4.784591968153611,1.6911250263505626e-5,4.422942376609164e-5,38,Zanthoxylum ekmanii,ST_DT
4,annosp,120,85,21,99,64,1995-06-07,2000-07-11,5.099719312382486,6.947849364643947e-5,4.4915389832041674e-5,40,Annona spraguei,ST_DT
4,tab2ar,1002,974,805,197,169,1995-04-29,2000-04-28,5.000748731784553,8.583396851010378e-5,7.36342166406474e-5,41,Tabernaemontana arborea,ST_DI
4,jac1co,15,15,5,10,10,1995-04-13,2000-04-13,5.007488584474886,5.909838663809162e-6,5.909838663809162e-6,42,Jacaranda copaia,LD_DI
4,zantp1,76,41,25,51,16,1995-04-10,2000-04-08,4.999737985123182,3.0307500842035457e-5,9.508235558285633e-6,43,Zanthoxylum panamense,ST_DT
4,chr2ar,550,512,454,96,58,1995-05-15,2000-05-10,4.9936037320983795,4.14534125366687e-5,2.504477007423734e-5,44,Chrysophyllum argenteum,ST_DI
4,eugeoe,1684,1424,1226,458,198,1995-05-16,2000-05-14,5.001156563398346,2.0711907731820852e-4,8.954056181005521e-5,45,Eugenia oerstediana,ST_DT
4,huracr,4,3,2,2,1,1995-07-21,2000-07-19,4.998630136986302,1.0358600738256234e-6,5.179300369128117e-7,46,Hura crepitans,LD_DT
4,sapiau,10,15,3,7,12,1995-05-15,2000-06-14,5.086210045662105,4.21564715622329e-6,7.226823696382783e-6,47,Sapium glandulosum,LD_DI
4,apeime,15,13,6,9,7,1995-04-03,2000-04-29,5.078665261678961,4.952405719192506e-6,3.851871114927505e-6,48,Apeiba membranacea,LD_DI
4,ingago,274,235,201,73,34,1995-05-12,2000-05-14,5.009376849549089,3.286621873275581e-5,1.5307553930324625e-5,50,Inga goldmanii,ST_DI
4,ceibpe,2,9,1,1,8,1995-06-16,2000-04-29,4.874733637747337,5.301805706702316e-7,4.241444565361853e-6,51,Ceiba pentandra,LD_DT
4,cavapl,2,2,1,1,1,1995-09-16,2000-08-16,4.920547945205479,5.255837599535966e-7,5.255837599535966e-7,52,Cavanillesia platanifolia,LD_DT
4,chr2ca,98,105,78,20,27,1995-06-09,2000-06-10,5.0083440499487395,8.732329586720292e-6,1.1788644942072395e-5,53,Chrysophyllum cainito,ST_DT
4,lindla,7,6,4,3,2,1995-07-06,2000-07-10,5.0166340508806275,1.4777722580123538e-6,9.851815053415693e-7,54,Lindackeria laurina,ST_DT
4,virose,900,691,673,227,18,1995-05-09,2000-05-04,4.98978542557386,1.0185278930514522e-4,8.076432632126054e-6,83,Virola sebifera,LD_DI
4,pla1pi,95,82,57,38,25,1995-04-27,2000-04-13,4.965841349112843,1.8573229416505422e-5,1.2219229879279884e-5,89,Platymiscium pinnatum,ST_DT
4,lacmpa,28,24,20,8,4,1995-04-23,2000-04-13,4.97793542074364,3.660101262803728e-6,1.830050631401864e-6,55,Lacmellea panamensis,LD_DT
4,drypst,1520,1448,1305,215,143,1995-06-25,2000-06-23,4.998410198090397,9.135319406013212e-5,6.0760496514413454e-5,57,Drypetes standleyi,ST_DT
4,myrofr,6,5,4,2,1,1995-07-26,2000-06-24,4.917990867579909,9.496580291170097e-7,4.748290145585048e-7,56,Myrospermum frutescens,ST_DT
4,ingaco,40,36,27,13,9,1995-06-12,2000-06-04,4.9845814307458145,6.065840471415678e-6,4.199428018672393e-6,58,Inga cocleensis,ST_DI
4,posola,50,41,40,10,1,1995-05-22,2000-05-17,4.992030738389576,4.3715633238831215e-6,4.3715633238831216e-7,59,Posoqueria latifolia,ST_DT
4,casesy,92,70,57,35,13,1995-04-10,2000-04-09,5.002412150089339,1.679268245028561e-5,6.237282052963226e-6,60,Casearia sylvestris,ST_DT
4,pla2el,67,50,37,30,13,1995-05-27,2000-05-11,4.962664485790222,1.5110863606423025e-5,6.548040896116644e-6,61,Platypodium elegans,ST_DT
4,cordal,32,28,17,15,11,1995-05-28,2000-05-07,4.948960371819964,7.67863742400732e-6,5.631000777605368e-6,62,Cordia alliodora,ST_DT
4,dio2ar,54,57,45,9,12,1995-04-24,2000-04-27,5.01536222596064,3.855578177650767e-6,5.140770903534356e-6,63,Diospyros artanthifolia,ST_DT
4,tratas,3,8,1,2,7,1995-04-29,2000-03-22,4.900228310502283,1.2050497835452901e-6,4.217674242408515e-6,64,Trattinnickia aspera,LD_DT
4,apeiti,2,6,1,1,5,1995-05-12,2000-05-11,5.004566210045662,5.17357266645885e-7,2.5867863332294246e-6,65,Apeiba tibourbou,LD_DT
4,gar2in,3752,3808,3401,351,407,1995-05-31,2000-05-25,4.991071815150101,1.4622801817994828e-4,1.6955784444227623e-4,72,Garcinia intermedia,ST_DT
4,tab1gu,35,28,28,7,0,1995-03-30,2000-04-03,5.01704500978473,3.0451739275536e-6,0,66,Tabebuia guayacan,ST_DT
4,ingafa,65,46,43,22,3,1995-04-23,2000-04-30,5.023780638658542,1.0264134811558735e-5,1.3996547470307367e-6,67,Inga laurina,ST_DT
4,sterap,24,19,14,10,5,1995-06-06,2000-05-22,4.963794760874792,4.939098077562177e-6,2.4695490387810885e-6,69,Sterculia apetala,LD_DT
4,cassel,788,784,696,92,88,1995-04-23,2000-04-22,5.003509378161945,3.862299514054729e-5,3.694373448226262e-5,70,Cassipourea elliptica,ST_DI
4,calolo,835,974,680,155,294,1995-05-04,2000-04-25,4.980797023151526,6.744776014641209e-5,1.2793317085835583e-4,71,Calophyllum longifolium,ST_DI
4,hyeral,35,26,18,17,8,1995-04-20,2000-05-09,5.056862863164235,8.62543662621627e-6,4.059029000572362e-6,73,Hieronyma alchorneoides,ST_DT
4,zuelgu,28,23,18,10,5,1995-07-07,2000-06-25,4.970058708414873,4.763468130005828e-6,2.381734065002914e-6,74,Zuelania guidonia,ST_DT
4,cecrin,74,330,10,64,320,1995-04-19,2000-06-11,5.148931147835256,4.766699491698027e-5,2.3833497458490135e-4,75,Cecropia insignis,LD_DT
4,hassfl,263,183,161,102,22,1995-05-12,2000-05-09,4.997056142211414,4.9201744314872945e-5,1.0612140930658871e-5,76,Hasseltia floribunda,ST_DI
4,sponmo,48,40,21,27,19,1995-03-24,2000-04-05,5.037625570776256,1.4528981615329243e-5,1.0224098173750207e-5,77,Spondias mombin,LD_DT
4,ingama,372,242,167,205,75,1995-05-19,2000-05-22,5.01415549460783,1.0983242609045647e-4,4.018259491114261e-5,78,Inga marginata,ST_DI
4,allops,65,57,41,24,16,1995-05-26,2000-05-20,4.990704157654406,1.1466011285649856e-5,7.644007523766571e-6,79,Allophylus psilospermus,ST_DI
4,virosp,12,7,5,7,2,1995-04-21,2000-04-11,4.9795825179386854,3.869377633459454e-6,1.105536466702701e-6,81,Virola multiflora,LD_DT
4,sympgl,120,112,88,32,24,1995-06-25,2000-06-21,4.994432485322898,1.4450693532493003e-5,1.0838020149369752e-5,82,Symphonia globulifera,ST_DI
4,mar1la,11,13,9,2,4,1995-07-29,2000-07-27,4.999731775074237,8.655130007475762e-7,1.7310260014951524e-6,139,Marila laxiflora,ST_DT
4,ficutr,1,1,0,1,1,1995-07-26,2000-01-27,4.50958904109589,2e-6,2e-6,84,Ficus aurea,LD_DT
4,aspicr,366,368,328,38,40,1995-06-20,2000-06-09,4.973640836498434,1.5956888282921276e-5,1.6796724508338187e-5,85,Aspidosperma spruceanum,ST_DI
4,dendar,11,9,6,5,3,1995-04-16,2000-04-06,4.978137539781373,2.5220530496867644e-6,1.5132318298120587e-6,86,Dendropanax arboreus,LD_DT
4,andiin,197,184,169,28,15,1995-06-16,2000-06-10,4.989304350849402,1.1922228550213362e-5,6.386908151900016e-6,88,Andira inermis,ST_DT
4,diptpa,13,8,8,5,0,1995-05-15,2000-04-29,4.960168598524765,2.424330546082621e-6,0,90,Dipteryx oleifera,ST_DT
4,ast2gr,28,31,22,6,9,1995-04-02,2000-04-07,5.020469036045699,2.6264167152838286e-6,3.939625072925743e-6,91,Astronium graveolens,ST_DT
4,hirtam,26,20,17,9,3,1995-07-14,2000-08-04,5.062813487881985,4.185861950311437e-6,1.3952873167704791e-6,92,Hirtella americana,ST_DT
4,tropra,237,217,191,46,26,1995-06-13,2000-06-06,4.987096028385452,2.0072129141075885e-5,1.1345116471042892e-5,94,Trophis racemosa,ST_DT
4,protpa,2571,2464,2200,371,264,1995-04-22,2000-04-20,5.002471058376893,1.577148596209445e-4,1.1222836371948613e-4,95,Protium panamense,LD_DI
4,unonpi,386,329,281,105,48,1995-05-22,2000-05-20,4.999435330889329,4.750066906027352e-5,2.1714591570410756e-5,99,Unonopsis pittieri,LD_DI
4,maquco,954,920,843,111,77,1995-05-22,2000-05-15,4.986675375803953,4.674661127867946e-5,3.2427829445570434e-5,97,Maquira guianensis,ST_DI
4,gar2ma,330,336,299,31,37,1995-04-25,2000-04-16,4.979747968926055,1.2945982603545356e-5,1.5451656655844458e-5,98,Garcinia madruno,ST_DI
4,macrgl,63,49,44,19,5,1995-07-27,2000-07-31,5.014102444630821,8.704686810578475e-6,2.2907070554153886e-6,100,Macrocnemum roseum,LD_DT
4,cespma,2,1,1,1,0,1995-09-26,2000-09-26,5.005479452054795,5.172692603724282e-7,0,101,Cespedesia spathulata,ST_DT
4,cordla,757,647,515,242,132,1995-05-18,2000-05-10,4.9837057513247505,1.1261083662006593e-4,6.142409270185414e-5,110,Cordia lasiocalyx,LD_DT
4,cupala,27,25,19,8,6,1995-05-30,2000-06-08,5.031204464738711,3.642863034925567e-6,2.732147276194175e-6,102,Cupania latifolia,ST_DT
4,xyl1ma,756,801,629,127,172,1995-06-06,2000-05-29,4.982121296520246,5.479639670456689e-5,7.421244278098823e-5,104,Xylopia macrantha,ST_DI
4,geniam,37,36,33,4,3,1995-06-17,2000-06-18,5.007523962318481,1.6715606375944501e-6,1.2536704781958376e-6,105,Genipa americana,ST_DT
4,hampap,8,15,1,7,14,1995-03-26,2000-06-27,5.261575342465753,5.223412091732837e-6,1.0446824183465675e-5,107,Hampea appendiculata,LD_DI
4,nectci,175,128,99,76,29,1995-02-20,2000-02-23,5.010334393346381,3.761545960783158e-5,1.4353267481935736e-5,111,Nectandra cissiflora,ST_DI
4,maytsc,48,40,39,9,1,1995-06-21,2000-06-27,5.023436073059365,3.887186415178693e-6,4.319096016865214e-7,113,Maytenus schippii,ST_DI
4,phoeci,43,35,18,25,17,1995-05-04,2000-05-14,5.030612114868246,1.3669821270090452e-5,9.295478463661508e-6,114,Cinnamomum triplinerve,LD_DT
4,licahy,103,97,92,11,5,1995-05-26,2000-05-22,4.995274102856958,4.605289443774723e-6,2.093313383533965e-6,115,Licania hypoleuca,ST_DI
4,tachve,2629,2172,1849,780,323,1995-04-29,2000-04-30,5.006979928525922,3.569124156112548e-4,1.4779834646466066e-4,116,Tachigali versicolor,ST_DT
4,protco,526,483,409,117,74,1995-05-15,2000-05-10,4.992349638206872,5.170115933293646e-5,3.269987855245554e-5,117,Protium costaricense,ST_DI
4,celtsc,48,37,37,11,0,1995-06-06,2000-05-30,4.984663087745277,4.884183786684122e-6,0,118,Celtis schippii,ST_DT
4,ormocr,58,67,55,3,12,1995-07-20,2000-07-17,4.998699934432704,1.2259442110431027e-6,4.903776844172411e-6,129,Ormosia coccinea,ST_DT
4,turpoc,4,6,1,3,5,1995-07-16,2000-06-17,4.925342465753425,1.9625603390083927e-6,3.270933898347321e-6,122,Turpinia occidentalis,LD_DT
4,tremmi,6,5,0,6,5,1995-06-07,2000-05-04,4.913972602739726,1.2e-5,1e-5,123,Trema micrantha,LD_DT
4,ingasa,142,110,98,44,12,1995-04-26,2000-04-23,4.996270675109186,2.0317175411514943e-5,5.541047839504075e-6,124,Inga sapindoides,ST_DI
4,ocotce,236,167,122,114,45,1995-05-12,2000-05-12,5.0069454543432315,5.827566826253597e-5,2.3003553261527358e-5,125,Ocotea cernua,LD_DT
4,guargr,39,39,31,8,8,1995-04-28,2000-05-04,5.022760800842992,3.484884073830402e-6,3.484884073830402e-6,126,Guarea grandifolia,ST_DT
4,ingapu,8,10,6,2,4,1995-05-02,2000-04-14,4.957123287671233,9.021153339257139e-7,1.8042306678514278e-6,127,Inga punctata,ST_DT
4,nectgl,93,83,48,45,35,1995-06-18,2000-06-27,5.030949427404711,2.291349976096479e-5,1.7821610925194837e-5,128,Nectandra lineata,ST_DT
4,micoar,611,435,188,423,247,1995-05-23,2000-05-24,5.00818191446841,2.562565140638257e-4,1.496344183776949e-4,130,Miconia argentea,ST_DT
4,ficuin,5,13,2,3,11,1995-07-08,2000-06-20,4.954394099051637,1.6885005703740042e-6,6.191168758038015e-6,132,Ficus insipida,LD_DT
4,ormoma,107,98,83,24,15,1995-04-29,2000-04-21,4.984122600518889,1.0632121378479107e-5,6.645075861549442e-6,133,Ormosia macrocalyx,ST_DT
4,termam,14,8,8,6,0,1995-04-23,2000-05-03,5.030919765166337,2.947610145365548e-6,0,137,Terminalia amazonia,ST_DT
4,tri2pa,382,324,301,81,23,1995-05-12,2000-05-05,4.985269965990274,3.566224284734054e-5,1.01263158702325e-5,134,Trichilia pallida,ST_DT
4,pse1se,4,5,2,2,3,1995-03-08,2000-05-05,5.162328767123288,1.0051701001067269e-6,1.5077551501600904e-6,138,Pseudobombax septenatum,LD_DT
4,pochse,8,4,4,4,0,1995-06-13,2000-06-04,4.9811643835616435,2.0784906799766195e-6,0,142,Pachira sessilis,LD_DT
4,ocotpu,126,92,64,62,28,1995-05-11,2000-05-22,5.0341619633757775,3.1726778383208685e-5,1.4328222495642633e-5,143,Ocotea puberula,LD_DI
4,ingami,4,1,0,4,1,1995-05-01,2000-01-24,4.736301369863014,8e-6,2e-6,144,Inga oerstediana,LD_DT
4,ingaru,8,4,3,5,1,1995-06-09,2000-05-04,4.905821917808219,2.8994130432266018e-6,5.798826086453204e-7,145,Inga ruiziana,ST_DT
4,cuparu,99,84,64,35,20,1995-05-09,2000-05-14,5.018080017395087,1.6485774620172177e-5,9.420442640098387e-6,146,Cupania rufescens,ST_DT
4,vochfe,8,7,2,6,5,1995-03-29,2000-04-20,5.063747553816046,3.8318696926190204e-6,3.1932247438491834e-6,148,Vochysia ferruginea,LD_DI
4,coccco,103,74,67,36,7,1995-05-10,2000-05-14,5.018127770009666,1.6918225161691744e-5,3.2896548925511723e-6,150,Coccoloba coronata,ST_DT
4,cupaci,6,3,2,4,1,1995-05-13,2000-04-21,4.943835616438356,2.3911164749085946e-6,5.977791187271486e-7,164,Cupania cinerea,ST_DT
4,laetpr,6,4,3,3,1,1995-03-24,2000-06-10,5.21986301369863,1.492215653423481e-6,4.974052178078269e-7,152,Laetia procera,ST_DT
4,entesc,6,5,5,1,0,1995-04-01,2000-04-18,5.052237442922374,4.253268733237481e-7,0,154,Enterolobium schomburgkii,ST_DT
4,cedrod,3,3,0,3,3,1995-06-26,2000-05-22,4.909589041095891,6e-6,6e-6,155,Cedrela odorata,LD_DT
4,ingaqu,469,384,353,116,31,1995-05-27,2000-05-19,4.981656860633233,5.200282495892804e-5,1.3897306670058357e-5,156,Inga nobilis,ST_DT
4,pourbi,26,36,19,7,17,1995-02-24,2000-02-10,4.964026460601802,3.184025717279231e-6,7.732633884820991e-6,157,Pourouma bicolor,LD_DI
4,ingath,62,61,29,33,32,1995-02-28,2000-02-14,4.962446484066557,1.7604441485742562e-5,1.7070973561932183e-5,159,Inga thibaudiana,ST_DI
4,oenoma,22,32,5,17,27,1995-04-25,2000-05-09,5.044520547945205,1.1198182886625698e-5,1.7785349290523164e-5,165,Oenocarpus mapora,ST_DT
4,ery2ma,230,210,166,64,44,1995-05-20,2000-05-19,5.004524802178171,2.9017643964897093e-5,1.994963022586675e-5,171,Erythroxylum macrophyllum,ST_DT
4,nectpu,68,53,45,23,8,1995-04-13,2000-03-30,4.967182582518659,1.084658289441871e-5,3.772724485015203e-6,174,Nectandra purpurea,LD_DI
4,socrex,38,42,25,13,17,1995-03-15,2000-03-04,4.974109932365158,6.135657408212643e-6,8.023551995354994e-6,163,Socratea exorrhiza,LD_DI
4,perexa,183,163,153,30,10,1995-03-01,2000-02-21,4.9814188362249325,1.2921605243035325e-5,4.307201747678442e-6,173,Perebea xanthochyma,ST_DI
4,schipa,8,6,4,4,2,1995-03-24,2000-03-04,4.949315068493151,2.0909513521789193e-6,1.0454756760894596e-6,176,Schizolobium parahyba,LD_DT
5,aegipa,18,10,7,11,3,2000-04-22,2005-06-03,5.118203957382043,6.066176873159642e-6,1.6544118744980842e-6,168,Aegiphila panamensis,ST_DT
5,beilpe,1772,1577,1373,399,204,2000-04-28,2005-05-15,5.048163062427414,1.7464721099555392e-4,8.929331088494486e-5,16,Beilschmiedia pendula,ST_DI
5,tet2pa,3415,3642,2843,572,799,2000-05-13,2005-05-26,5.037949180114608,2.4405840677181573e-4,3.409137535151762e-4,39,Tetragastris panamensis,ST_DI
5,alsebl,6002,5831,4890,1112,941,2000-05-09,2005-05-26,5.049441161299708,4.7735753656946684e-4,4.039509369711046e-4,25,Alseis blackiana,ST_DT
5,ocotob,87,108,37,50,71,2000-05-22,2005-06-17,5.075372207351422,2.6975876663725122e-5,3.8305744862489674e-5,109,Ocotea oblonga,LD_DT
5,solaha,26,45,9,17,36,2000-05-30,2005-05-22,4.980681419037585,9.975769646107303e-6,2.1125159250580173e-5,167,Solanum hayesii,LD_DI
5,quaras,1084,1032,922,162,110,2000-05-30,2005-06-18,5.053840271597999,6.833800141041819e-5,4.640234663670371e-5,1,Quararibea asterolepis,LD_DT
5,gustsu,39,54,20,19,34,2000-05-10,2005-05-29,5.0549389220622105,9.653210207810511e-6,1.7274165635029334e-5,2,Gustavia superba,ST_DT
5,pterro,1204,1143,959,245,184,2000-04-25,2005-05-10,5.043891526939193,1.0620379217018321e-4,7.976121534413759e-5,3,Pterocarpus rohrii,LD_DI
5,virosu,22,15,14,8,1,2000-05-02,2005-05-05,5.012021585720217,3.794273691018419e-6,4.7428421137730237e-7,4,Virola surinamensis,LD_DI
5,simaam,763,1037,453,310,584,2000-04-11,2005-05-03,5.060700788019523,1.4938517425748323e-4,2.814223927947426e-4,5,Simarouba amara,LD_DI
5,protte,2068,2006,1662,406,344,2000-07-01,2005-07-16,5.045627692582676,1.7533328307420571e-4,1.4855824969834178e-4,6,Protium tenuifolium,ST_DI
5,brosal,434,415,383,51,32,2000-05-13,2005-05-29,5.0466945238184016,2.1236753292078496e-5,1.3325021673461017e-5,7,Brosimum alicastrum,ST_DT
5,ingape,73,78,53,20,25,2000-08-24,2005-09-08,5.044290793962403,8.978841603935039e-6,1.1223552004918799e-5,8,Inga pezizifera,ST_DI
5,poular,206,131,110,96,21,2000-06-20,2005-06-27,5.023146552905663,4.8375262810373924e-5,1.0582088739769296e-5,9,Poulsenia armata,LD_DI
5,casear,29,31,14,15,17,2000-04-13,2005-04-14,5.00541545400521,7.853290981952347e-6,8.90039644621266e-6,10,Casearia arborea,ST_DT
5,hirttr,3213,2939,2682,531,257,2000-05-10,2005-05-26,5.044847343444965,2.2602677200827113e-4,1.0939525500211993e-4,11,Hirtella triandra,ST_DI
5,ocotwh,158,141,85,73,56,2000-07-03,2005-07-18,5.046070144758573,3.653265170514553e-5,2.8025047883399316e-5,12,Ocotea whitei,ST_DI
5,guatdu,566,471,357,209,114,2000-05-06,2005-05-25,5.054648853195895,9.864494474111033e-5,5.38063334951511e-5,13,Guatteria dumetorum,LD_DI
5,tri2tu,8904,8439,7447,1457,992,2000-06-11,2005-06-30,5.053333815868182,6.186997950179605e-4,4.212424136292497e-4,15,Trichilia tuberculata,ST_DT
5,guarsp,819,632,567,252,65,2000-05-16,2005-06-02,5.048484922106384,1.1506812126362947e-4,2.968026937355522e-5,80,Guarea bullata,ST_DI
5,guargu,1202,1149,934,268,215,2000-06-07,2005-06-23,5.047175176899647,1.1720228987138972e-4,9.4024225083391e-5,17,Guarea guidonia,ST_DI
5,zantpr,52,42,35,17,7,2000-05-02,2005-06-05,5.094638466556273,7.775634381921755e-6,3.201731804320723e-6,18,Zanthoxylum acuminatum,ST_DT
5,termob,27,23,22,5,1,2000-06-30,2005-08-01,5.090640372355681,2.1292810348428297e-6,4.2585620696856595e-7,19,Terminalia oblonga,ST_DI
5,guazul,21,19,11,10,8,2000-06-25,2005-07-08,5.037463521818248,5.059593607931241e-6,4.047674886344992e-6,20,Guazuma ulmifolia,ST_DT
5,tab1ro,142,132,99,43,33,2000-05-19,2005-05-30,5.030377282374197,1.9651464645804205e-5,1.5081356588640438e-5,21,Tabebuia rosea,ST_DI
5,sloate,333,303,290,43,13,2000-05-05,2005-05-14,5.029294776941592,1.8059787711162703e-5,5.4599358196538404e-6,22,Sloanea terniflora,ST_DI
5,alchco,51,60,22,29,38,2000-05-21,2005-06-06,5.045170561375238,1.565751924758822e-5,2.0516749358908704e-5,23,Alchornea costaricensis,LD_DT
5,loncla,492,423,360,132,63,2000-04-21,2005-05-06,5.04204854668774,5.911262390688611e-5,2.821284322828655e-5,24,Lonchocarpus heptaphyllus,ST_DT
5,luehse,92,64,25,67,39,2000-05-15,2005-06-22,5.104982504466943,4.144726338423647e-5,2.4126018984854063e-5,26,Luehea seemannii,LD_DT
5,tripcu,56,56,31,25,25,2000-06-13,2005-07-10,5.076614481409002,1.231542936782278e-5,1.231542936782278e-5,27,Triplaris cumingiana,ST_DT
5,cecrob,43,86,6,37,80,2000-06-04,2005-06-14,5.029021981522777,2.7867071677460285e-5,6.025312795126548e-5,28,Cecropia obtusifolia,LD_DT
