int,sp,N1,N2,Ns,Nd,Nr,int_start,int_end,interval_length,M_Koh,R_Koh,...1,Latin,pft
6,posola,41,41,37,4,4,2005-05-22,2010-05-09,4.968459739391912,1.6768330148341901e-6,1.6768330148341901e-6,59,Posoqueria latifolia,ST_DT
6,casesy,62,70,44,18,26,2005-05-05,2010-05-05,5.0011312417145355,8.218113771555387e-6,1.1870608781135559e-5,60,Casearia sylvestris,ST_DT
6,pla2el,55,54,40,15,14,2005-05-21,2010-04-24,4.930999492643328,6.879482026611963e-6,6.420849891504499e-6,61,Platypodium elegans,ST_DT
6,cordal,74,103,32,42,71,2005-05-17,2010-05-11,4.986864268178272,2.2901078951230465e-5,3.871372870327055e-5,62,Cordia alliodora,ST_DT
6,dio2ar,61,72,50,11,22,2005-05-04,2010-05-09,5.018302891933029,4.73973823912594e-6,9.47947647825188e-6,63,Diospyros artanthifolia,ST_DT
6,tratas,11,15,4,7,11,2005-06-10,2010-06-12,5.008601079286014,4.023421651377293e-6,6.3225197378786035e-6,64,Trattinnickia aspera,LD_DT
6,apeiti,11,18,4,7,14,2005-06-07,2010-06-07,5.00271205202712,4.0276951762158925e-6,8.055390352431785e-6,65,Apeiba tibourbou,LD_DT
6,gar2in,3923,4076,3505,418,571,2005-06-06,2010-05-24,4.9663160623688265,1.7599101159453202e-4,2.4040877421166934e-4,72,Garcinia intermedia,ST_DT
6,poutst,28,25,23,5,2,2005-04-09,2010-04-14,5.014309197651666,2.15433487728413e-6,8.61733950913652e-7,87,Pouteria stipitata,ST_DI
6,tab1gu,30,28,26,4,2,2005-04-15,2010-04-08,4.983405088062624,1.6984262296005803e-6,8.492131148002902e-7,66,Tabebuia guayacan,ST_DT
6,ingafa,35,33,29,6,4,2005-05-03,2010-04-28,4.9897171321828875,2.5890621294136825e-6,1.7260414196091216e-6,67,Inga laurina,ST_DT
6,sterap,15,17,10,5,7,2005-06-11,2010-05-30,4.969637389202255,2.350464950645832e-6,3.290650930904165e-6,69,Sterculia apetala,LD_DT
6,cassel,819,830,716,103,114,2005-05-09,2010-04-29,4.974222562385627,4.366630904045053e-5,4.832970126807146e-5,70,Cassipourea elliptica,ST_DI
6,calolo,1279,1667,1069,210,598,2005-04-26,2010-04-10,4.959853473198816,9.08481831792157e-5,2.58701016862719e-4,71,Calophyllum longifolium,ST_DI
6,hyeral,33,63,20,13,43,2005-06-15,2010-05-12,4.909565320524232,6.4000450401786795e-6,2.1169379748283322e-5,73,Hieronyma alchorneoides,ST_DT
6,zuelgu,23,20,12,11,8,2005-06-12,2010-06-02,4.976885050625373,5.6367564578400406e-6,4.099459242065484e-6,74,Zuelania guidonia,ST_DT
6,cecrin,586,330,20,566,310,2005-07-09,2010-05-30,4.891651981973167,5.844349046001424e-4,3.200968558764031e-4,75,Cecropia insignis,LD_DT
6,hassfl,161,137,90,71,47,2005-05-29,2010-05-10,4.951070234591453,3.5687730786937155e-5,2.3624272492761217e-5,76,Hasseltia floribunda,ST_DI
6,sponmo,50,57,26,24,31,2005-05-02,2010-04-23,4.97756981494833,1.2311080930798058e-5,1.5901812868947492e-5,77,Spondias mombin,LD_DT
6,ingama,261,621,148,113,473,2005-06-27,2010-06-02,4.933929990864531,5.669802555777697e-5,2.3732890344096026e-4,78,Inga marginata,ST_DI
6,allops,45,53,30,15,23,2005-06-15,2010-05-29,4.955570489072682,7.070603302298913e-6,1.0841591730191666e-5,79,Allophylus psilospermus,ST_DI
6,virosp,6,6,5,1,1,2005-04-05,2010-04-02,4.9940639269406395,4.3019142633860243e-7,4.3019142633860243e-7,81,Virola multiflora,LD_DT
6,sympgl,108,112,87,21,25,2005-07-03,2010-06-18,4.961679169384652,9.210825777737175e-6,1.0965268783020445e-5,82,Symphonia globulifera,ST_DI
6,mar1la,12,14,10,2,4,2005-07-31,2010-07-24,4.98375733855186,8.621298077732727e-7,1.7242596155465454e-6,139,Marila laxiflora,ST_DT
6,aspicr,356,350,305,51,45,2005-06-26,2010-06-14,4.9689962839992114,2.181396743666274e-5,1.9247618326467126e-5,85,Aspidosperma spruceanum,ST_DI
6,dendar,8,9,6,2,3,2005-04-10,2010-04-15,5.016476407914764,8.917449920727076e-7,1.3376174881090615e-6,86,Dendropanax arboreus,LD_DT
6,andiin,175,152,139,36,13,2005-06-28,2010-06-14,4.963662890101971,1.586886330595188e-5,5.730422860482623e-6,88,Andira inermis,ST_DT
6,diptpa,15,17,12,3,5,2005-06-01,2010-05-25,4.98284179425195,1.3138337514088717e-6,2.189722919014786e-6,90,Dipteryx oleifera,ST_DT
6,ast2gr,51,67,44,7,23,2005-04-19,2010-04-06,4.967773541639105,2.9867115852550888e-6,9.813480922981005e-6,91,Astronium graveolens,ST_DT
6,hirtam,16,13,13,3,0,2005-08-04,2010-07-06,4.923893572181244,1.3213751840308986e-6,0,92,Hirtella americana,ST_DT
6,tropra,193,169,146,47,23,2005-06-28,2010-06-12,4.957869772087093,2.11280955441695e-5,1.0339280798210608e-5,94,Trophis racemosa,ST_DT
6,protpa,2417,2556,2075,342,481,2005-05-01,2010-04-21,4.975342185033428,1.4598210627290615e-4,2.0531401496277153e-4,95,Protium panamense,LD_DI
6,ficuto,3,3,1,2,2,2005-07-22,2010-05-06,4.7936073059360735,1.2289009800353934e-6,1.2289009800353934e-6,96,Ficus tonduzii,LD_DT
6,unonpi,309,349,234,75,115,2005-06-09,2010-05-30,4.975544742240383,3.358512895474984e-5,5.149719773061642e-5,99,Unonopsis pittieri,LD_DI
6,maquco,837,727,693,144,34,2005-06-01,2010-05-17,4.9606103336197105,6.251303355642583e-5,1.4760021811933876e-5,97,Maquira guianensis,ST_DI
6,gar2ma,352,344,308,44,36,2005-05-06,2010-04-27,4.976082604477395,1.8640365275815903e-5,1.5251207952940285e-5,98,Garcinia madruno,ST_DI
6,macrgl,50,42,35,15,7,2005-08-07,2010-07-22,4.958481409001953,6.940609980000679e-6,3.2389513240003166e-6,100,Macrocnemum roseum,LD_DT
6,cordla,615,640,453,162,187,2005-05-21,2010-05-12,4.978606261833164,7.326036508402569e-5,8.456597697970866e-5,110,Cordia lasiocalyx,LD_DT
6,cupala,26,41,22,4,19,2005-07-02,2010-06-23,4.976568403197206,1.7165704371392361e-6,8.153709576411371e-6,102,Cupania latifolia,ST_DT
6,xyl1ma,934,1135,802,132,333,2005-06-12,2010-05-26,4.958006943582068,5.653362287487733e-5,1.4261891225253145e-4,104,Xylopia macrantha,ST_DI
6,geniam,32,33,26,6,7,2005-07-02,2010-06-24,4.97833904109589,2.6144465945551333e-6,3.0501876936476555e-6,105,Genipa americana,ST_DT
6,ingasp,8,10,6,2,4,2005-06-21,2010-05-24,4.925890410958904,9.076698537647906e-7,1.8153397075295812e-6,106,Inga spectabilis,ST_DT
6,hampap,119,135,34,85,101,2005-06-04,2010-06-07,5.009377827234396,5.266089855007017e-5,6.25735382771422e-5,107,Hampea appendiculata,LD_DI
6,nectci,120,123,78,42,45,2005-03-05,2010-03-03,4.997569328433008,1.982109155311427e-5,2.1236883806908146e-5,111,Nectandra cissiflora,ST_DI
6,ficuma,2,1,1,1,0,2005-05-30,2010-05-06,4.936986301369863,5.239537428642795e-7,0,112,Ficus maxima,LD_DT
6,maytsc,38,35,32,6,3,2005-07-13,2010-06-16,4.928486970851789,2.604356962910863e-6,1.3021784814554314e-6,113,Maytenus schippii,ST_DI
6,phoeci,38,50,14,24,36,2005-06-16,2010-05-13,4.911714491708729,1.3981175049404702e-5,2.0971762574107054e-5,114,Cinnamomum triplinerve,LD_DT
6,licahy,97,112,86,11,26,2005-06-03,2010-05-18,4.958704127746282,4.652311653312407e-6,1.0996372998738417e-5,115,Licania hypoleuca,ST_DI
6,tachve,1907,1770,1336,571,434,2005-05-15,2010-05-12,4.9930884447365935,2.623590317074992e-4,1.994112430141062e-4,116,Tachigali versicolor,ST_DT
6,protco,420,408,302,118,106,2005-05-31,2010-05-23,4.980890219101343,5.3821969743877036e-5,4.834854909195734e-5,117,Protium costaricense,ST_DI
6,celtsc,36,22,22,14,0,2005-06-17,2010-06-03,4.963823163138231,6.800423176363063e-6,0,118,Celtis schippii,ST_DT
6,ormocr,86,90,81,5,9,2005-08-01,2010-07-17,4.96184205868819,2.0638595895665694e-6,3.714947261219825e-6,129,Ormosia coccinea,ST_DT
6,turpoc,19,40,7,12,33,2005-07-21,2010-06-23,4.9263049747656815,6.971910823895409e-6,1.9172754765712375e-5,122,Turpinia occidentalis,LD_DT
6,ingasa,80,74,46,34,28,2005-05-19,2010-05-11,4.982820251758611,1.681819653124773e-5,1.3850279496321662e-5,124,Inga sapindoides,ST_DI
6,ocotce,182,219,125,57,94,2005-05-27,2010-05-17,4.976206629424872,2.6469455658104557e-5,4.36513830151198e-5,125,Ocotea cernua,LD_DT
6,guargr,31,37,24,7,13,2005-05-18,2010-05-16,4.99769738806416,3.09510897125285e-6,5.748059518041007e-6,126,Guarea grandifolia,ST_DT
6,ingapu,20,41,12,8,29,2005-04-25,2010-06-10,5.129154694286671,3.7917534341813757e-6,1.3745106198907486e-5,127,Inga punctata,ST_DT
6,nectgl,95,187,56,39,131,2005-07-05,2010-07-02,4.99429230170144,1.907955273373982e-5,6.408772841333118e-5,128,Nectandra lineata,ST_DT
6,micoar,387,563,129,258,434,2005-06-08,2010-05-05,4.908842913056784,1.5520800922831467e-4,2.6108634110499446e-4,130,Miconia argentea,ST_DT
6,ficuc2,2,3,1,1,2,2005-06-14,2010-06-09,4.988584474885845,5.189022300507325e-7,1.037804460101465e-6,131,Ficus costaricana,LD_DT
6,ficuin,13,10,6,7,4,2005-06-27,2010-05-21,4.90286617492097,3.7932803889816707e-6,2.1675887937038117e-6,132,Ficus insipida,LD_DT
6,ormoma,100,94,82,18,12,2005-05-04,2010-04-27,4.9847362285048105,7.805929882401276e-6,5.203953254934184e-6,133,Ormosia macrocalyx,ST_DT
6,termam,11,13,6,5,7,2005-05-23,2010-03-27,4.847973943864359,2.5856250382740294e-6,3.619875053583641e-6,137,Terminalia amazonia,ST_DT
6,tri2pa,281,273,211,70,62,2005-05-23,2010-05-12,4.971470535347104,3.147147703595246e-5,2.7874736803272177e-5,134,Trichilia pallida,ST_DT
6,pse1se,23,28,7,16,21,2005-07-04,2010-06-14,4.948319577980093,9.829648220989488e-6,1.2901413290048703e-5,138,Pseudobombax septenatum,LD_DT
6,tocopi,2,1,1,1,0,2005-04-22,2010-04-26,5.013698630136986,5.164785469002449e-7,0,140,Tocoyena pittieri,ST_DT
6,pochse,5,8,4,1,4,2005-07-14,2010-06-14,4.921232876712328,4.433038635388587e-7,1.7732154541554347e-6,142,Pachira sessilis,LD_DT
6,ocotpu,93,118,56,37,62,2005-06-09,2010-05-18,4.943771454820984,1.8137823429849387e-5,3.0393109531098975e-5,143,Ocotea puberula,LD_DI
6,ingaru,4,3,3,1,0,2005-08-14,2010-09-16,5.093150684931507,4.393479697811875e-7,0,145,Inga ruiziana,ST_DT
6,cuparu,78,91,56,22,35,2005-05-16,2010-04-30,4.9589693411611275,1.0083250771578387e-5,1.604153531842016e-5,146,Cupania rufescens,ST_DT
6,vochfe,9,19,8,1,11,2005-06-24,2010-05-12,4.88586077064808,4.287359757473539e-7,4.716095733220893e-6,148,Vochysia ferruginea,LD_DI
6,coccco,77,105,57,20,48,2005-05-31,2010-05-09,4.9425867283401574,9.091420508182262e-6,2.181940921963743e-5,150,Coccoloba coronata,ST_DT
6,laetpr,2,11,1,1,10,2005-07-17,2010-03-01,4.625031133250309,5.567158548908257e-7,5.567158548908257e-6,152,Laetia procera,ST_DT
6,entesc,4,3,2,2,1,2005-04-02,2010-03-20,4.967579908675799,1.0418936344842154e-6,5.209468172421077e-7,154,Enterolobium schomburgkii,ST_DT
6,cedrod,6,8,2,4,6,2005-06-24,2010-05-20,4.905022831050228,2.4079977545722764e-6,3.6119966318584146e-6,155,Cedrela odorata,LD_DT
6,ingaqu,337,278,241,96,37,2005-06-03,2010-05-19,4.962812999062161,4.403110619426871e-5,1.6970322179041067e-5,156,Inga nobilis,ST_DT
6,pourbi,76,95,48,28,47,2005-02-11,2010-02-22,5.031355443403027,1.3267611238061615e-5,2.2270633149603427e-5,157,Pourouma bicolor,LD_DI
6,ingath,102,146,36,66,110,2005-02-27,2010-03-13,5.039022146670642,3.8090539489202094e-5,6.348423248200349e-5,159,Inga thibaudiana,ST_DI
6,oenoma,28,24,10,18,14,2005-05-07,2010-05-03,4.993509458577956,1.043407636979534e-5,8.115392732063043e-6,165,Oenocarpus mapora,ST_DT
6,ery2ma,208,259,168,40,91,2005-06-05,2010-05-24,4.9689727247946465,1.7501505547349003e-5,3.981592512021898e-5,171,Erythroxylum macrophyllum,ST_DT
6,nectpu,48,60,36,12,24,2005-04-12,2010-03-29,4.966529680365297,5.4027346398548315e-6,1.0805469279709663e-5,174,Nectandra purpurea,LD_DI
6,socrex,28,24,12,16,12,2005-04-05,2010-03-15,4.943395303326813,8.820866410618734e-6,6.615649807964051e-6,163,Socratea exorrhiza,LD_DI
6,perexa,149,128,121,28,7,2005-03-09,2010-03-05,4.990347895789281,1.2174406076637836e-5,3.043601519159459e-6,173,Perebea xanthochyma,ST_DI
6,schipa,8,9,7,1,2,2005-03-20,2010-03-15,4.987861491628615,4.226575559769916e-7,8.453151119539832e-7,176,Schizolobium parahyba,LD_DT
7,aegipa,12,4,2,10,2,2010-04-09,2015-07-09,5.251369863013698,6.937973185870439e-6,1.3875946371740877e-6,168,Aegiphila panamensis,ST_DT
7,beilpe,1461,1370,1129,332,241,2010-05-07,2015-07-01,5.153533322916848,1.4256812458551357e-4,1.034907169430987e-4,16,Beilschmiedia pendula,ST_DI
7,tet2pa,3783,4343,3141,642,1202,2010-05-12,2015-07-09,5.160119670036585,2.67831127087423e-4,5.014532940172624e-4,39,Tetragastris panamensis,ST_DI
7,alsebl,5989,6089,4981,1008,1108,2010-05-15,2015-07-09,5.153869251771801,4.20745909203493e-4,4.6248657479907766e-4,25,Alseis blackiana,ST_DT
7,ocotob,172,215,83,89,132,2010-06-09,2015-08-13,5.182045237336733,4.5123511735686244e-5,6.69247589787706e-5,109,Ocotea oblonga,LD_DT
7,solaha,42,107,8,34,99,2010-05-08,2015-05-26,5.049832043942908,2.3512067505262273e-5,6.846160832414603e-5,167,Solanum hayesii,LD_DI
7,quaras,1060,1133,896,164,237,2010-06-10,2015-08-15,5.183441292350975,6.764271776152192e-5,9.775197627732131e-5,1,Quararibea asterolepis,LD_DT
7,gustsu,42,52,20,22,32,2010-05-23,2015-07-07,5.123837121782328,1.1323674817843953e-5,1.647079973504575e-5,2,Gustavia superba,ST_DT
7,pterro,978,774,687,291,87,2010-05-02,2015-06-25,5.152043610813063,1.2959230320878768e-4,3.8744090650049926e-5,3,Pterocarpus rohrii,LD_DI
7,virosu,18,20,14,4,6,2010-04-28,2015-07-17,5.224231354642321,1.690804572143046e-6,2.5362068582145688e-6,4,Virola surinamensis,LD_DI
7,simaam,1139,1380,679,460,701,2010-04-29,2015-06-20,5.145048690611347,2.178937767262694e-4,3.3205116844590185e-4,5,Simarouba amara,LD_DI
7,protte,2092,2210,1654,438,556,2010-07-03,2015-09-06,5.180886024026611,1.8548369339791888e-4,2.3545418613982394e-4,6,Protium tenuifolium,ST_DI
7,brosal,389,362,331,58,31,2010-05-21,2015-07-12,5.145783219260773,2.4032556769534048e-5,1.2844987238888888e-5,7,Brosimum alicastrum,ST_DT
7,ingape,98,96,62,36,34,2010-08-23,2015-11-03,5.199567840834965,1.6520227108604446e-5,1.5602436713681975e-5,8,Inga pezizifera,ST_DI
7,poular,117,151,71,46,80,2010-05-19,2015-07-02,5.121997129544987,2.174216871110503e-5,3.781246732366092e-5,9,Poulsenia armata,LD_DI
7,casear,50,39,21,29,18,2010-04-24,2015-06-13,5.13914576747454,1.553242755466079e-5,9.640817102892905e-6,10,Casearia arborea,ST_DT
7,hirttr,2729,2420,2208,521,212,2010-05-14,2015-07-08,5.153130386039864,2.1983181064494516e-4,8.945171565590859e-5,11,Hirtella triandra,ST_DI
7,ocotwh,183,186,104,79,82,2010-07-16,2015-09-17,5.17702165267344,3.7847373464445925e-5,3.928461549474134e-5,12,Ocotea whitei,ST_DI
7,guatdu,499,540,340,159,200,2010-05-23,2015-07-23,5.1689965420440105,7.139267319754896e-5,8.980210465100498e-5,13,Guatteria dumetorum,LD_DI
7,anacex,5,4,2,3,2,2010-06-18,2015-07-17,5.0842465753424655,1.6491481128094567e-6,1.0994320752063044e-6,14,Anacardium excelsum,LD_DT
7,tri2tu,8087,7758,6773,1314,985,2010-06-16,2015-08-13,5.161368924469285,5.462058413216881e-4,4.0944654010796253e-4,15,Trichilia tuberculata,ST_DT
7,guarsp,552,468,387,165,81,2010-05-22,2015-07-13,5.145433280900824,7.362505886629445e-5,3.614321071618091e-5,80,Guarea bullata,ST_DI
7,guargu,1264,1352,1029,235,323,2010-06-08,2015-08-03,5.154004176486708,9.890452608715195e-5,1.3594111457936205e-4,17,Guarea guidonia,ST_DI
7,zantpr,42,35,28,14,7,2010-05-30,2015-07-03,5.096960208741036,6.42335452940905e-6,3.211677264704525e-6,18,Zanthoxylum acuminatum,ST_DT
7,termob,27,20,17,10,3,2010-07-11,2015-09-19,5.19470319634704,4.6011438046327e-6,1.38034314138981e-6,19,Terminalia oblonga,ST_DI
7,guazul,23,25,7,16,18,2010-06-05,2015-07-07,5.091778439547343,9.583826853579154e-6,1.0781805210276549e-5,20,Guazuma ulmifolia,ST_DT
7,tab1ro,136,151,96,40,55,2010-05-27,2015-07-21,5.154548244045879,1.7772540639801027e-5,2.4437243379726413e-5,21,Tabebuia rosea,ST_DI
7,sloate,291,263,248,43,15,2010-05-04,2015-07-01,5.163417804012916,1.7746482968754263e-5,6.1906335937514875e-6,22,Sloanea terniflora,ST_DI
7,alchco,154,111,60,94,51,2010-06-08,2015-07-21,5.120481271166205,5.178576400230696e-5,2.809653153316654e-5,23,Alchornea costaricensis,LD_DT
7,loncla,425,382,313,112,69,2010-04-29,2015-06-17,5.137470794959314,4.913198259755694e-5,3.026881070742347e-5,24,Lonchocarpus heptaphyllus,ST_DT
7,luehse,88,74,45,43,29,2010-06-10,2015-08-12,5.17593483894854,2.1389585367763472e-5,1.442553431779397e-5,26,Luehea seemannii,LD_DT
7,tripcu,52,64,27,25,37,2010-06-21,2015-07-21,5.085613145416231,1.2575252495073085e-5,1.8611373692708165e-5,27,Triplaris cumingiana,ST_DT
7,cecrob,87,92,3,84,89,2010-06-16,2015-07-06,5.058960245904442,8.457099751934588e-5,8.960498546692599e-5,28,Cecropia obtusifolia,LD_DT
7,licapl,218,203,186,32,17,2010-07-04,2015-09-14,5.200432620903862,1.3108245555867825e-5,6.9637554515547824e-6,29,Licania platypus,ST_DI
7,eugeco,427,399,339,88,60,2010-06-11,2015-08-12,5.17277248814829,3.726387199955179e-5,2.5407185454239855e-5,30,Eugenia coloradoensis,ST_DT
7,heisco,348,291,267,81,24,2010-05-04,2015-07-04,5.170656784303793,3.476595877937726e-5,1.0301024823519188e-5,31,Heisteria concinna,ST_DT
7,eugene,404,424,348,56,76,2010-05-21,2015-07-11,5.140333355511833,2.3117290735784557e-5,3.137346599856476e-5,32,Eugenia nesiotica,ST_DT
7,pri2co,654,605,551,103,54,2010-03-04,2015-04-17,5.122624734670619,4.303405183948499e-5,2.2561541741089217e-5,33,Prioria copaifera,LD_DI
7,sponra,174,134,71,103,63,2010-06-19,2015-07-26,5.10647471193865,5.6025798787377666e-5,3.426820702528925e-5,34,Spondias radlkoferi,LD_DT
7,poutre,747,671,546,201,125,2010-05-19,2015-07-15,5.160190100649902,8.804900983521928e-5,5.47568469124498e-5,35,Pouteria reticulata,ST_DT
7,guapst,28,32,21,7,11,2010-06-20,2015-08-09,5.142208904109589,3.046908358508782e-6,4.7879988490852286e-6,36,Guapira standleyana,ST_DT
7,cordbi,250,316,135,115,181,2010-04-22,2015-06-05,5.123266793826943,5.666043795751097e-5,8.917860235051726e-5,37,Cordia bicolor,LD_DI
7,zantbe,72,68,7,65,61,2010-05-20,2015-05-14,4.988118900528245,5.375287060155212e-5,5.0445001641456606e-5,38,Zanthoxylum ekmanii,ST_DT
7,annosp,120,67,23,97,44,2010-06-13,2015-08-01,5.13750630409596,6.599524582411748e-5,2.9935987796506897e-5,40,Annona spraguei,ST_DT
7,tab2ar,1090,1119,851,239,268,2010-05-04,2015-06-23,5.140111989342186,1.0248987943613686e-4,1.1492588991165137e-4,41,Tabernaemontana arborea,ST_DI
7,jac1co,82,58,33,49,25,2010-06-05,2015-06-29,5.068155581414102,2.6960094970935192e-5,1.3755150495375098e-5,42,Jacaranda copaia,LD_DI
7,zantp1,144,81,64,80,17,2010-05-20,2015-07-06,5.130439286318279,4.2106639110740526e-5,8.947660811032363e-6,43,Zanthoxylum panamense,ST_DT
7,chr2ar,541,557,453,88,104,2010-05-11,2015-07-05,5.153078919833124,3.664087694440911e-5,4.330285457066532e-5,44,Chrysophyllum argenteum,ST_DI
7,eugeoe,1396,1591,1087,309,504,2010-06-03,2015-08-04,5.172738110343025,1.3182670906921584e-4,2.1501832158862387e-4,45,Eugenia oerstediana,ST_DT
7,huracr,3,7,2,1,5,2010-05-30,2015-08-06,5.187997390737113,4.510705662848245e-7,2.2553528314241222e-6,46,Hura crepitans,LD_DT
7,sapiau,21,13,9,12,4,2010-07-08,2015-09-06,5.168076672186257,6.350995356393702e-6,2.116998452131234e-6,47,Sapium glandulosum,LD_DI
7,apeime,76,47,25,51,22,2010-04-28,2015-06-15,5.133362223688046,2.960100981140627e-5,1.2769063055900744e-5,48,Apeiba membranacea,LD_DI
7,ingago,186,190,144,42,46,2010-05-14,2015-07-05,5.145783659325071,1.8049407623194316e-5,1.9768398825403297e-5,50,Inga goldmanii,ST_DI
7,ceibpe,16,21,0,16,21,2010-05-06,2015-06-02,5.075864318330077,3.2e-5,4.2e-5,51,Ceiba pentandra,LD_DT
7,cavapl,15,16,12,3,4,2010-07-06,2015-09-22,5.217214611872146,1.2560660332342155e-6,1.674754710978954e-6,52,Cavanillesia platanifolia,LD_DT
7,chr2ca,142,152,119,23,33,2010-06-04,2015-07-28,5.153205824710342,9.57329525317853e-6,1.3735597537169197e-5,53,Chrysophyllum cainito,ST_DT
7,lindla,4,2,0,4,2,2010-04-26,2015-05-05,5.027397260273973,8e-6,4e-6,54,Lindackeria laurina,ST_DT
7,virose,456,376,332,124,44,2010-05-11,2015-06-24,5.121683361712353,5.479558907970301e-5,1.944359612505591e-5,83,Virola sebifera,LD_DI
7,pla1pi,117,131,70,47,61,2010-04-19,2015-06-10,5.144206972921813,2.223750158959872e-5,2.8861438233308976e-5,89,Platymiscium pinnatum,ST_DT
7,lacmpa,22,25,16,6,9,2010-05-16,2015-07-27,5.199417185554169,2.614041065791371e-6,3.921061598687057e-6,55,Lacmellea panamensis,LD_DT
7,drypst,1372,1407,1167,205,240,2010-06-22,2015-09-01,5.197465019246593,8.412330593748587e-5,9.848582158534932e-5,57,Drypetes standleyi,ST_DT
7,myrofr,11,6,4,7,2,2010-05-14,2015-07-03,5.139767538397673,3.930525259164527e-6,1.1230072169041505e-6,56,Myrospermum frutescens,ST_DT
7,ingaco,40,43,24,16,19,2010-06-17,2015-08-11,5.154561962408411,7.547948880756242e-6,8.963189295898037e-6,58,Inga cocleensis,ST_DI
7,posola,41,43,38,3,5,2010-05-09,2015-07-07,5.163388992921463,1.1978994831556666e-6,1.9964991385927777e-6,59,Posoqueria latifolia,ST_DT
7,casesy,70,80,58,12,22,2010-05-05,2015-06-26,5.146369863013691,5.0233677084278035e-6,9.209507465450972e-6,60,Casearia sylvestris,ST_DT
7,pla2el,54,43,36,18,7,2010-04-24,2015-06-16,5.147305700093206,8.180961939038323e-6,3.1814851985149035e-6,61,Platypodium elegans,ST_DT
7,cordal,103,124,46,57,78,2010-05-11,2015-06-09,5.081705914908039,3.0216912597957507e-5,4.1349459344573425e-5,62,Cordia alliodora,ST_DT
7,dio2ar,72,84,54,18,30,2010-05-09,2015-06-29,5.142949554250922,7.8338101448567e-6,1.3056350241427833e-5,63,Diospyros artanthifolia,ST_DT
7,tratas,15,12,4,11,8,2010-06-12,2015-08-17,5.181415525114155,6.754725341689197e-6,4.912527521228507e-6,64,Trattinnickia aspera,LD_DT
7,colugl,2,1,0,2,1,2010-03-17,2015-02-11,4.9082191780821915,4e-6,2e-6,149,Colubrina glandulosa,ST_DT
7,apeiti,18,12,6,12,6,2010-06-07,2015-08-17,5.197412480974125,6.8591152183418625e-6,3.4295576091709313e-6,65,Apeiba tibourbou,LD_DT
7,gar2in,4076,4307,3625,451,682,2010-05-24,2015-07-19,5.15504894131856,1.8334030633414906e-4,2.7724631689554245e-4,72,Garcinia intermedia,ST_DT
7,poutst,25,23,22,3,1,2010-04-14,2015-05-22,5.106749255509228,1.2360765587443645e-6,4.1202551958145483e-7,87,Pouteria stipitata,ST_DI
7,tab1gu,28,30,24,4,6,2010-04-08,2015-05-20,5.119973907371166,1.6609031967731482e-6,2.4913547951597225e-6,66,Tabebuia guayacan,ST_DT
7,ingafa,33,21,17,16,4,2010-04-28,2015-07-05,5.188104133309612,7.92091096524743e-6,1.9802277413118575e-6,67,Inga laurina,ST_DT
7,sterap,17,14,8,9,6,2010-05-30,2015-07-03,5.098112121560961,4.673034973499028e-6,3.115356648999352e-6,69,Sterculia apetala,LD_DT
7,cassel,830,804,702,128,102,2010-04-29,2015-06-24,5.155662297523767,5.306193538639023e-5,4.228372976102972e-5,70,Cassipourea elliptica,ST_DI
7,calolo,1667,1995,1352,315,643,2010-04-10,2015-05-30,5.140372129096681,1.3311116995376544e-4,2.7171581676276567e-4,71,Calophyllum longifolium,ST_DI
7,hyeral,63,55,41,22,14,2010-05-12,2015-07-12,5.170550910276932,1.0044881741321735e-5,6.392197471750195e-6,73,Hieronyma alchorneoides,ST_DT
7,zuelgu,20,17,12,8,5,2010-06-02,2015-07-26,5.148904109589041,3.777919147770246e-6,2.3611994673564037e-6,74,Zuelania guidonia,ST_DT
7,cecrin,330,644,22,308,622,2010-05-30,2015-05-23,4.98523659981075,2.766203092637046e-4,5.586293258507282e-4,75,Cecropia insignis,LD_DT
7,hassfl,137,147,93,44,54,2010-05-10,2015-06-22,5.121369223621859,1.996097460247617e-5,2.4497559739402577e-5,76,Hasseltia floribunda,ST_DI
7,sponmo,57,98,31,26,67,2010-04-23,2015-05-27,5.097402508227513,1.2839004055103503e-5,3.308512583430518e-5,77,Spondias mombin,LD_DT
7,ingama,621,948,377,244,571,2010-06-02,2015-07-24,5.145179315819618,1.1481620733413407e-4,2.686887474909449e-4,78,Inga marginata,ST_DI
7,allops,53,43,28,25,15,2010-05-29,2015-07-19,5.142462146940199,1.236942244998929e-5,7.421653469993573e-6,79,Allophylus psilospermus,ST_DI
7,virosp,6,4,2,4,2,2010-04-02,2015-06-10,5.193150684931507,2.2880565955549077e-6,1.1440282977774539e-6,81,Virola multiflora,LD_DT
7,sympgl,112,109,92,20,17,2010-06-18,2015-08-11,5.151287051832159,8.392543880915873e-6,7.133662298778492e-6,82,Symphonia globulifera,ST_DI
7,mar1la,14,17,13,1,4,2010-07-24,2015-09-20,5.1610452400138165,3.9918203403069973e-7,1.596728136122799e-6,139,Marila laxiflora,ST_DT
7,aspicr,350,358,287,63,71,2010-06-14,2015-08-12,5.164601646459455,2.638743376322905e-5,2.9738219003004166e-5,85,Aspidosperma spruceanum,ST_DI
7,dendar,9,4,3,6,1,2010-04-15,2015-04-06,4.977701674277017,3.5648670687648025e-6,5.941445114608004e-7,86,Dendropanax arboreus,LD_DT
7,andiin,152,143,127,25,16,2010-06-14,2015-08-08,5.154339874256956,1.0415603215220097e-5,6.6659860577408615e-6,88,Andira inermis,ST_DT
